kd_diff,sig_strike_diff,total_strikes_diff,td_diff,ctrl_time_diff,height_diff,reach_diff,age_diff,winrate_diff,winner
0.2,2.7,-52.6,-0.3,-166,-1,0,7,-0.284848485,0
-1,-20,-24,-1,13,-2,-6,-5,0.131868132,1
0.2,-11.6,-27.4,-1,-48.4,-3,0,7,-0.079310345,1
0.2,0.7,-33.1,-0.5,-132.5,3,3,-3,0.022727273,1
0.2,5,12.4,-1.2,83.6,-4,-9,6,-0.233333333,0
-1,11.2,41,3,383.6,-1,7,-5,0.025641026,0
-0.6,11.2,10.8,-0.2,-42.8,-1,0,4,-0.017069701,1
0.6,-13.2,-28.2,0.4,45.6,2,2,6,-0.072931276,1
0,22.8,26.4,-0.6,-37.4,-2,-3,6,-0.09929078,0
0.4,-17.2,-16.6,-0.4,34.6,-2,-4,-2,0.06127451,1
0,18.55,0.3,-1.6,-159.1,1,1,2,-0.182105263,0
-0.25,23.66666667,50.83333333,2,180.9166667,1,-1,1,0.024137931,0
0.2,0.8,5,0.2,-21.6,0,0,1,-0.067951318,0
0.2,13.2,51.4,2,431,3,0,3,-0.18125,0
0,-10,-26.5,0,-6,-3,-2,-1,-0.011494253,1
0,-1,-21.33333333,0,-31.33333333,-1,-6,1,0.055555556,0
0,-13.33333333,-18,0,107,-2,0,13,0,0
0,65.4,77.6,0.6,74.8,3,0,0,0.00952381,1
0,-62.6,-24.2,1.4,111,-1,1,-1,0.104761905,1
0.4,15.8,12.8,1.4,8.6,0,4,0,-0.112941176,0
-0.2,0.6,-1.7,-1,-45.4,1,3,-4,0.149321267,1
-0.2,-36.8,-46.6,-0.8,-159.4,-1,3,4,0.072463768,0
0.2,-36.4,-34.8,2.6,87.8,-1,-1,-3,0.171497585,0
-0.2,-4.4,7.4,0.6,165.8,-1,-1,-3,-0.022177419,0
0.2,23.6,16.8,-1,-164.2,3,2,-2,0.173076923,0
-0.6,19.2,47.2,-1.6,-71,0,0,-1,0.188259109,1
0,42.4,75.8,-0.2,303,-1,-5,-4,0.047619048,1
0.4,21.2,16.4,-0.8,-66.8,-4,-4,3,0.110859729,0
0.4,-8,-11.8,-1,20.4,-2,3,6,-0.008361204,1
-0.3,-36.2,-68.6,1.1,-53.4,-4,-3,2,-0.091304348,0
-0.466666667,46.8,49.86666667,0.2,-49.4,2,2,9,0.047826087,1
0.4,24.4,25.6,0.4,-31,-2,-3,10,-0.008130081,1
-0.466666667,-27.4,-37.06666667,-1.333333333,-127.6,-3,-6,13,-0.318518519,0
0,-17.4,-26.8,1.4,-58.4,-1,0,-5,-0.005797101,0
0,0,0,0,0,-1,1,1,-0.106837607,0
0,20.5,24.75,0.25,-0.25,-1,-2,-9,0.148148148,1
0,-29.4,-15.2,1,298.4,6,5,3,-0.169960474,0
-0.2,-14.6,-7.4,3.2,143.8,-1,0,3,0.03030303,1
0.2,-10.6,-13,2.4,158.2,1,1,5,0.058441558,1
0,-21,-18,-1,-60,1,-2,1,0.074324324,0
0,51.8,75.2,1.35,79.8,-3,-4,9,0.017857143,0
0,0,0,0,0,4,0,-4,-0.031746032,0
-0.6,39.8,22.4,-1,-160,-4,-6,3,-0.186938776,0
0,0,0,0,0,3,5,9,0.076923077,1
0,0,0,0,0,-4,-6,0,-0.033653846,0
0.6,24.8,6.6,-0.8,-98.8,-2,-3,-2,-0.033333333,1
0.4,-14.4,-27,0,50.6,-2,-1,7,-0.161904762,0
0,27,16.33333333,-1,13.66666667,-1,5,-5,-0.151785714,0
0.2,22.8,20,-0.2,119.8,5,-3,-1,-0.063049853,0
-0.333333333,15.33333333,14.53333333,-1.133333333,-43.4,-2,0,8,0.063492063,1
0,0,0,0,0,4,11,-2,-0.2375,1
0,0,0,0,0,0,-5,-1,-0.101190476,0
0,13.66666667,14.33333333,0.666666667,-118.6666667,4,3,-7,-0.098039216,1
0.2,43,51.6,0.2,48,1,-2,-1,-0.006666667,1
1,42,36,2,94,-2,0,4,0.049071618,1
-0.2,36.4,68,5.2,344,0,-3,-5,-0.058333333,0
0.4,-21.4,-34.6,-1,-0.2,1,-4,12,-0.157444005,1
1,-16.5,-10.5,-0.5,131,1,-3,-7,0.117948718,1
0.4,27.4,0.4,-1.6,-127.2,0,-4,2,-0.029761905,1
0.6,-21.2,-28.1,0,-28.8,1,-1,0,0.043010753,0
0,-36,-29,-1,71,3,-1,-5,0.059210526,1
0,-17.33333333,-17.33333333,0,1,4,-4,-14,-0.192307692,0
0,-8,-26.33333333,-0.333333333,-128.3333333,1,0,-7,0.152380952,1
0,-8,0,0,60,-4,-1,-5,0.078571429,1
0,15,19,0,1,1,-3,0,0.125,1
0,31,80,0,70,4,6,-7,-0.015503876,1
0,2.2,4,0,-69.2,-1,4,-5,0.066153846,0
-0.6,-25,-6.8,0.8,36.6,3,7,-1,-0.101086957,0
-0.2,-12.6,-63.2,-1.6,-158,-2,0,2,0.006968641,1
0.8,-23.6,-37.8,-1,-58,-5,-6,2,-0.027859238,0
0,-19.4,-8.8,1.8,190.2,2,6,3,-0.117794486,0
-0.4,-19.85,-14.95,1.55,175.4,-2,-2,13,-0.120915033,0
-0.5,0.75,-33.25,0.75,158.25,-4,-3,1,-0.015384615,1
0,2.933333333,-42.53333333,-3.933333333,-536.5333333,-6,-8,5,0.116666667,1
0.25,42.9,47.75,-1.45,132.8,-5,-4,-1,0.055555556,1
0.5,-24,-25.5,-0.5,-33,-1,-1,-3,-0.060606061,0
0,1,18,-1,49,2,-1,-5,0.071428571,1
0.333333333,-14.33333333,-8,-1,-16,2,4,8,-0.06959707,0
0,5,8,5,547,3,0,-2,0.05,1
0,-24.8,-10.4,0,31.6,-4,1,5,-0.097777778,0
0,3.8,6.8,-0.2,1.4,3,2,8,0.042881647,1
-0.2,15.6,28,1.4,157,-2,-4,-4,-0.051282051,0
0.6,8.4,-5.4,-1,41.4,1,2,6,0.088095238,1
0,0,0,0,0,4,3,-6,0.294117647,1
-1,34,78,-1,278,-4,-4,2,0.035714286,1
0.333333333,16.06666667,17.6,0.733333333,-16.86666667,4,5,4,0.095588235,1
0,-23,-37,0,89.2,1,-1,5,0.141414141,0
0,5,-56.33333333,-6,-549,-3,-2,-1,-0.119047619,1
0,1.5,-6.5,-0.5,-111,-4,2,-4,0.028787879,1
0.5,-37,-78.25,-2.5,-155.75,0,1,-3,0.215686275,0
-0.5,-20,-25.75,0.5,40.5,0,-3,-3,-0.045833333,1
-0.6,1,46,1,143.2,-4,-7,6,0.172682927,1
-0.2,5.4,10.4,2.4,99.8,1,6,-5,-0.055555556,0
0.2,-21,-8.2,1.4,226.6,2,1,3,0.119047619,0
-0.75,-20.5,-16.5,0.5,33,1,1,-1,-0.096969697,1
0.066666667,-56.2,-54.2,0.4,25.66666667,-3,-3,5,-0.108836207,0
0.6,22.26666667,27,0.333333333,72.8,0,-1,-5,0.133333333,0
0,0,-5,1,86,-3,-2,-3,-0.010144928,1
0,22,33.5,0,57,-1,-2,1,0.026666667,0
0.3,42.6,38.5,0.5,30.4,-2,-3,-2,0.149206349,1
-0.6,-47,-52.6,-1.2,-41,0,0,2,0.015479876,0
1.25,13.75,-26.5,-0.5,-130.5,0,5,-5,0.145833333,1
-0.2,14.5,17.7,0,13.1,4,6,-7,0.145833333,0
-0.55,9.65,13.15,-0.2,-1.95,-2,-1,-1,0.090804598,0
0.2,-20.4,-30.2,-0.4,-56.8,1,8,0,0.103896104,1
0,-24.2,-26.2,-0.4,-103.2,1,1,-7,0.036764706,1
1,-6.5,-13.5,0,66,1,0,6,-0.140952381,1
0,32.6,23.8,-0.6,-68.8,2,-1,-5,-0.07951988,1
0.2,-27.6,-54.4,1,-86.6,-2,-3,-3,0.092664093,0
0.2,-26.8,-35.6,0,-12,0,-2,10,-0.123737374,0
-0.8,-39.6,-44.5,0.3,27.1,0,0,8,-0.044117647,0
0.333333333,27,10,-0.333333333,-43.33333333,3,4,4,-0.121212121,1
0,-14.25,1.75,-1.25,-249.75,3,-1,-1,-0.171428571,0
0,0,0,0,0,-4,0,0,-0.083333333,0
0.5,-30.5,-17,1,210,-2,0,6,0.233333333,1
0,-11.2,2.1,0.8,75.6,-2,-3,2,-0.008522727,1
-1.6,24,52.6,4,503.6,1,-4,0,0.214285714,1
0.2,46.8,39.6,-0.4,-104.6,1,4,3,-0.00317965,1
-0.466666667,-4.733333333,-3.733333333,-0.133333333,4.6,-1,3,6,-0.15,0
0.1,-51.7,-76.2,-0.85,-35.95,-4,-1,3,-0.072682927,1
0,-16.8,-20.4,0.8,10,-1,-3,-2,-0.002688172,1
-0.2,37,28.8,0,-139,1,2,-8,0.040673212,0
0.8,-16.2,-31.2,-0.6,8.6,-4,-2,4,0.032142857,1
0,-6,11,0,156,-1,-4,-14,0.046296296,1
0.4,38.4,50,-0.8,-107.6,-2,-5,0,-0.089473684,1
0,38.75,45.75,-0.5,106.75,1,-3,7,-0.124444444,0
0,-22.2,-28.4,2,189.6,1,2,5,-0.064285714,0
0.2,-17,-22.6,-0.6,-79.2,1,1,6,0.084398977,0
-0.15,1.8,-0.95,-0.9,-20.05,1,1,3,0.012820513,1
0.8,-41.4,-37.4,-0.6,69.4,0,1,5,-0.138655462,1
0.4,4.6,13.8,0.2,20.6,0,0,-10,-0.049910873,0
0,20.8,16.8,0.4,70.2,-2,-5,1,0.136851521,0
0,-6.8,4,0.6,183.2,-2,-2,2,-0.260869565,0
0,-1.266666667,-3,1.666666667,46.73333333,0,3,1,0.140957447,1
0,-14.8,-32.8,-0.6,-98.6,-1,0,3,0.09009009,1
0,-19.6,-3,1.2,281.2,-3,-5,-2,-0.009803922,0
-0.2,-21.6,-12.2,1,22,-1,-1,-2,0.19047619,1
-0.2,16,14.2,0,83.8,-2,-5,1,0.071428571,1
0,30.5,44,-0.5,-101,1,3,4,-0.041666667,1
-0.8,-13.8,-14.8,0.8,190.8,4,7,-3,-0.015970516,1
0.2,17.6,4.8,-0.6,35.8,3,0,10,-0.035714286,1
0,7.25,6.5,-0.75,-95.5,0,0,-13,0.277777778,1
0.2,0.6,-15.8,-1.4,-166.6,-4,-8,3,-0.297739298,0
0.2,18.6,20.6,1.2,7,-1,1,9,-0.006707317,1
-0.2,16.2,8.6,-0.2,4.2,0,1,2,-0.128078818,0
-0.6,-1,9.2,0.6,16.4,-1,0,-1,0.303827751,1
-0.2,14.2,21.4,-0.6,-70.6,-2,0,-10,0.221153846,1
2,-15,-30,-1,-56,1,-2,0,0.107692308,1
-0.4,8,33,3.2,122.6,-3,-2,-2,0.218253968,1
0.8,-34.3,-42.1,-0.85,-38.6,-1,0,1,0.076246334,1
0,44,53,0,389,0,2,-4,0.259197324,1
0,-6.666666667,-50.66666667,-1.666666667,-314.3333333,-5,-5,0,-0.1,0
0,-1.5,-6.5,1,220.5,-2,1,5,0.019230769,1
0.5,-23.66666667,-1,7.833333333,256.5,-2,-3,-5,0.153846154,1
0,3.2,17.2,-0.2,10,-3,0,10,-0.051839465,1
0,14.2,38.8,3.8,206.2,-2,-2,-6,0.018761726,1
0,-1.666666667,9,5.333333333,321,3,1,-1,0.364035088,1
0,-3.8,0.4,0.6,38.8,1,2,-5,0.174369748,1
0.85,4.95,0.7,-0.35,-20.7,-2,-3,4,-0.008421053,1
0,8.533333333,53.2,0.8,-71.66666667,-4,-3,3,-0.208791209,0
0,-25.4,-17.46666667,-2.8,-36.4,1,7,0,0.109195402,1
0,-84.33333333,-123.6666667,-1.666666667,-53,1,2,-1,0.008152174,1
-0.2,-11.2,3.4,-0.2,120.4,-2,-1,7,-0.011764706,0
0,17.2,19.8,0.4,61,-4,-4,9,0.095849802,1
-0.6,-13.8,-23.2,0.6,98.6,-4,0,5,-0.01754386,1
-0.666666667,11.66666667,0.666666667,0.666666667,-191.6666667,1,1,6,0.06884058,1
0,-27.33333333,-45,-2.666666667,-170.3333333,3,4,7,-0.066666667,0
-0.6,80.86666667,79.86666667,-0.4,-15.46666667,-4,-6,-1,0.116487455,1
-0.2,1.6,-12.2,-1.8,-81.8,-1,-1,4,-0.107493857,1
-0.2,-19.2,-1.2,-0.4,-5.8,4,3,-2,-0.029411765,1
0,-35,-73.6,0,-65,-3,-1,4,0.073913043,0
-0.466666667,12.46666667,16,-1.066666667,-103.7333333,1,-2,3,-0.102564103,0
0.333333333,36.66666667,49.66666667,2,247.3333333,-1,-1,-1,-0.096153846,1
0,22.4,22.6,0.8,105,3,1,5,0.104582844,1
0.6,56.8,83.8,0.6,103.8,2,-1,-12,-0.027777778,1
0.5,49,76.5,1.75,164.25,0,1,0,-0.055882353,1
0.5,-24.7,-34.85,-0.05,-46.25,2,1,-11,-0.208333333,1
0.6,39.4,68.6,0.7,157.4,-1,-4,1,-0.012307692,1
0.2,19.6,17,1,30.2,-3,-3,-4,-0.015503876,1
-0.5,-24.7,-2.6,2.55,223.6,0,0,1,-0.022222222,1
-0.8,50.2,87.2,1.2,163.6,-2,2,5,0.115942029,1
-0.2,24.4,63.6,1.8,355.2,-1,2,1,0.172727273,0
0,21.6,33.6,0,47.4,-3,-2,6,-0.058922559,0
0,-49,-67,0.666666667,54.33333333,0,0,0,-0.047619048,0
0.8,-2.6,-15,-0.8,27.2,-1,-5,8,0.015503876,1
0,5.95,-47.6,-2.75,-371.25,-1,-6,6,-0.228070175,1
0,-6,-21,1,105,-4,-6,0,-0.074712644,1
1,18.9,-22.8,-0.7,-288.7,0,-1,-8,0.046666667,1
0,22,36,1,53,-1,-4,-4,-0.066666667,0
0,4.5,29.5,2.5,276,2,0,0,-0.174603175,1
0,3,-8.5,-0.75,-59.75,-4,-3,0,-0.174358974,0
0.4,28.8,12.6,-3.8,-167.8,-1,1,-3,-0.013184584,1
0.2,-21.6,-23.2,0.2,-4.6,0,-3,5,0.078571429,0
-1.4,13.4,12.2,0,7.2,-2,-1,0,0.178571429,1
0,80.2,59.4,-0.4,-84.4,5,5,2,0.109730849,1
0.8,-22.6,-34.8,-1.6,-181.4,0,2,-3,0.004807692,1
-0.2,-15.2,-11.6,1.4,95.8,1,1,1,0.054263566,1
0,-29,-32,-1,-68,-4,1,0,0.037433155,1
0.2,14.2,-7,-0.6,-124.6,1,5,7,-0.326628352,0
-0.25,-42.25,-42,-0.5,-3.75,-2,-5,6,0.080952381,0
0.2,17.6,18,-0.4,-12,0,-1,-1,0.111111111,1
-0.25,-33.8,-8.2,0.4,178.9,-3,0,4,-0.09375,0
-1.466666667,-36.6,-8.533333333,1,16.2,-1,-1,5,-0.056296296,1
0,-30.7,-18.55,1.1,-1.65,-1,-1,0,-0.132850242,0
-0.333333333,26.5,64.16666667,0,59.66666667,0,-1,2,0.092307692,1
0.4,19.4,31.2,0.8,70.4,-3,0,7,0.025203252,0
0.2,-27,-33.8,-4,-188.6,-1,-3,10,0.04887218,0
0,-1,0.6,-0.6,-13,4,1,7,-0.071895425,0
0,30,74.4,0.4,178.2,-8,-6,3,0.012338425,1
0.4,-6,-22.8,-1,-44.8,1,-1,3,-0.016025641,1
0.8,2.8,1.2,-0.8,-49.2,0,-1,-2,0.041666667,1
0.066666667,14.2,6.066666667,0.6,3.066666667,-3,-4,2,0.100478469,0
0,7,-11.5,-7.5,-483,-1,-1,-2,-0.107142857,0
0,0,0,0,0,-3,-1,-5,-0.027777778,0
0,4.666666667,-22.33333333,0.333333333,12.33333333,0,2,4,-0.007692308,0
0,30,31.33333333,0,91.33333333,-2,-2,9,-0.195,0
0.333333333,-31.33333333,-49,-0.666666667,-31.33333333,0,-4,1,-0.112531969,0
0,-17.4,-33.8,1,67.8,-1,-2,3,-0.025,0
0.2,32,19.6,-0.8,-43,5,4,2,-0.06,1
0,8.2,20.6,0.6,79.4,1,-1,-10,0.137820513,1
-0.25,-6.3,7,1.2,-4.85,-6,-4,3,-0.055831266,0
-0.2,13.8,21,0,127.8,3,2,-1,0.100740741,0
-0.2,-13.6,-13.2,-1.6,-22.8,4,7,-3,0.026915114,0
0,-22.2,-27,1,120.4,0,0,-5,0.18487395,1
0.6,-20.4,-45,-0.4,-73,1,2,5,-0.11875,0
-0.05,-18.9,41.8,-0.3,-54.05,4,0,4,-0.163650669,0
0.2,3,0.4,1,154.4,-1,-4,0,-0.095108696,0
0,1,74,0,239,4,3,1,-0.120192308,0
0,-5,46.8,2.2,210.8,2,2,4,-0.027419355,1
0,-38,-55,-1,-29,1,-2,-2,-0.0625,1
0,-1.5,29,2,144.5,2,-1,4,0.214285714,1
0.6,-27.6,-62,0,-53.8,5,8,-3,-0.08,0
-0.2,-30.4,-29.2,-0.4,-52.2,1,4,-1,0.142682927,0
-0.2,-3.8,1.4,-0.4,68.2,1,-1,7,0.102766798,0
0,-30.2,-27.8,1.2,31,3,3,0,0.024886878,0
1.4,22.6,9,0,7,-1,-3,7,-0.348484848,0
-0.266666667,-17.6,-16.26666667,0,6.4,-1,7,7,-0.168784029,0
-0.4,9,7.2,-0.4,-56.2,-3,-5,5,0.027164686,1
0.75,8.833333333,-23.83333333,-1.083333333,-237.0833333,0,1,-4,-0.210526316,0
1.25,7.75,-0.5,0,-14.25,3,0,-2,0.147727273,1
0,0.4,1.2,-1.2,-23.8,2,4,-4,-0.061028771,1
0,67.5,86.5,1.5,14.5,-4,2,2,0.126984127,0
-0.1,-15.5,-21.3,0.2,96.4,-3,-6,2,-0.191222571,0
0,0,0,0,0,-1,-3,4,-0.071428571,1
0,0,0,0,0,1,5,5,0.126984127,0
-0.1,28.7,28.5,1.2,81.2,2,2,5,-0.202380952,1
0,16,33.5,1,122,3,4,-3,-0.170807453,1
0.5,1.25,12.75,1.25,11,-2,2,1,0.05,1
0,3,3,-1,-11,4,6,-4,0.190909091,1
0,0,0,0,0,6,7,-2,0,1
0,0,0,0,0,2,2,7,-0.095238095,1
0,0,0,0,0,-3,-1,3,0.081818182,0
0,-30,-27,-1,-109,0,0,6,0.076344086,0
-0.75,-19.5,-27.75,0.25,-93,1,1,3,-0.147783251,1
0.8,11.8,-11.4,-2,-316.8,-1,-1,8,-0.106469003,0
-0.05,7.9,2.3,-0.3,-37.3,0,1,8,-0.066666667,1
0,43.4,34.4,1.2,181.6,-1,-2,-1,-0.026923077,0
-0.1,-20.6,-18.6,0.1,26.8,1,0,3,-0.071428571,1
0.8,-9.6,-20.2,-0.4,32.6,0,2,2,-0.211764706,0
-1,14.6,19.4,0.6,88,0,6,9,-0.09047619,0
0.333333333,13.33333333,16,-0.666666667,52,0,-3,3,-0.056547619,0
1,-26,-44,-1,-54,1,-1,-2,0.138248848,1
-0.4,5.8,17.73333333,-0.466666667,22.4,-4,-3,9,0.035897436,0
0,-56.66666667,-35.33333333,0.333333333,113,-4,0,-4,0.075,0
0,-39.33333333,-121,0.333333333,-510.6666667,-1,-1,7,-0.287037037,1
0.666666667,4.866666667,5.533333333,-0.733333333,3.066666667,-5,-3,1,-0.194444444,0
-1,15,-35.5,0,13,1,6,-2,0.0625,1
-0.2,23.8,18.6,-1.2,-29.6,0,0,-13,0.027777778,1
-0.2,28.6,-16.6,-5.6,-296,-3,-2,4,-0.119666048,0
0.2,11.8,8.2,-1,111.6,-4,-3,9,-0.005681818,1
-0.5,11.4,24.9,1,81.7,1,2,14,-0.065967016,0
0,-3,3,0,0,-1,-1,7,-0.333333333,0
0.4,-27,-64,-5.2,-243.2,0,0,11,-0.079545455,0
0.2,21.2,-11.4,-0.6,-9.6,3,0,-1,0.068322981,1
-0.4,8.4,-40.4,-1.6,-244.4,0,1,9,-0.050420168,0
0,3,5.5,0,-71,-4,-4,-2,0.067307692,0
-0.6,-10.6,-9,0.6,80.8,-4,-1,9,0.07037037,0
-0.2,18.6,14.8,-0.2,-2,-2,-4,9,-0.004830918,0
0.4,17.2,32,-0.4,109.4,-3,-4,8,-0.132624113,0
0,2.5,27.5,1.5,132,3,-2,2,-0.042269188,0
-0.066666667,24,28.4,0.666666667,23.8,-2,1,-1,0.124458874,0
0.3,-10.25,-4.1,-0.9,65,-3,-1,-4,0.196491228,1
0.4,-6.6,-14.3,-0.8,16.9,-2,-5,7,-0.101449275,1
0.6,-25.2,-45.4,0,6.2,-5,-6,-2,0.045341615,0
0,3,9,0,-106,2,1,-1,0.123636364,1
-0.2,28.4,20.6,-0.2,-41.6,1,1,1,-0.098671727,0
0,-17.2,-63.4,-0.2,-218.4,-1,0,-2,-0.162318841,1
-0.5,-15.3,-1.25,1,165.95,-1,-5,5,-0.085714286,0
0,14.6,33.4,1,139,-3,-3,-2,0.049808429,1
0,30.66666667,38.53333333,-0.133333333,-36.46666667,0,2,-6,0.039807824,1
0.4,-18.4,-36.4,-1,-53.2,1,2,15,-0.102787456,0
0,-11.5,-2,5,273.5,-1,-3,-1,-0.022222222,0
-0.2,24.4,32.6,-0.6,-37,0,1,9,-0.128762542,0
0,7.8,15.8,0.6,30.4,1,4,3,0.065217391,1
0.333333333,13.66666667,-11.66666667,1.166666667,-46.33333333,0,1,0,0.119565217,1
-0.05,24.85,26.2,-0.45,-121.75,0,-1,-4,0.146153846,0
-0.4,4.4,68.2,2.4,307.3,-2,-3,-1,0.095959596,1
0,-9.85,-6.15,-0.7,-45.45,1,-1,4,0.066666667,0
-0.5,2.85,7.6,1.2,-4.85,-3,-3,14,-0.035294118,0
0,26,-44.33333333,-2.166666667,-67.66666667,1,-3,6,0.017094017,1
0.2,0,-8.8,-0.8,52.4,2,1,4,-0.138655462,0
0,-38,-55,0,-10,1,1,-5,0.03030303,1
-0.4,12,-5,-0.8,-270.4,-2,0,-7,0.242105263,1
-0.4,-29.2,-55.6,-1.6,-196.2,1,-4,10,-0.122051282,0
0,26.16666667,18.66666667,-3.166666667,-350,0,0,-3,-0.161172161,0
-0.3,28.9,35.4,-0.3,-15.3,-5,0,5,-0.083333333,0
0.333333333,-13,-7.666666667,-0.666666667,11,2,1,-12,0.277777778,0
0,-17,-25,-1,47,-2,-5,-6,0.125,0
0,-13.8,-10.4,0.8,93.8,1,4,-5,-0.107563025,1
0.4,-9.4,-19.2,-3.8,-201.4,6,8,-3,-0.085416667,0
-0.083333333,-25.58333333,-31.58333333,1.5,-71.41666667,2,3,-3,-0.114583333,0
0,-68,20,1,56,4,1,1,-0.051282051,1
-0.8,44.2,56,0,28.2,-3,0,6,-0.027777778,1
0,-22.8,16,4.9,321.1,-3,-2,1,0.189393939,1
0.05,-24.3,-25.4,-0.4,-97.8,2,3,0,0.016666667,0
-0.5,23.5,22.5,1,32,-2,-5,-12,-0.077777778,1
0.2,-2.6,-26.8,-0.4,-95,1,2,0,0.206043956,1
-0.8,-31.6,-27.4,0.8,64.4,4,1,12,0.044802867,0
0,40.75,14.5,0.25,178.25,1,-1,-2,0.386904762,1
0.15,16.55,2.45,-0.35,-95.2,-3,1,-4,0.175,1
0,-11.2,-12.6,0,-43.6,-1,0,1,-0.1,0
0,7.8,38.8,2,205.8,0,4,5,0.019047619,1
-0.1,-11.5,5.4,1.4,56.7,-1,6,14,0.079220779,1
-0.4,6,-5.6,1.5,40.1,0,4,-2,-0.022556391,1
-0.4,-0.6,-10.8,-1,-33.8,-2,-3,5,-0.091269841,1
0,20.7,-9.4,-0.2,-166.7,0,-2,-7,-0.18115942,1
0,-5.4,-10.6,0.8,145.8,0,1,7,0.050874404,0
1,1.666666667,-1.333333333,0.333333333,-171.3333333,2,1,5,0.159340659,0
0,25,26,2,41,-3,-8,1,-0.021390374,1
0.2,17.8,4.8,-2,-210.2,2,-2,6,-0.060728745,0
-0.2,-59.8,-71.4,0.2,38,-2,-2,2,-0.005347594,1
0.3,-22.6,-12.3,1.5,89.7,-3,0,2,0.228571429,1
-0.8,-14.8,13.2,2,269,-1,2,3,0.119047619,1
0,12.86666667,-23,-3.866666667,-242.4,0,0,3,-0.061403509,1
-0.2,20.8,18,0.8,23.8,-4,-4,7,0.018018018,0
0,17.8,24,-1.4,58.8,4,2,4,0.109243697,1
0,7,45,10,406,0,-1,1,0.049071618,0
-0.533333333,-24.86666667,-0.666666667,0.466666667,38.73333333,-1,-2,9,-0.083333333,1
0,-8.2,-2,-0.4,34.2,1,3,-9,0.148606811,1
-0.4,10.6,14.2,-1,73.4,1,0,-5,-0.033596838,1
0.4,-60,-51.2,1.6,126.6,-2,2,-1,-0.088709677,1
-0.6,27,38,-2.2,-166.8,3,-1,4,0.04859335,0
1,8.5,-8.75,-1.25,-138,4,6,4,0.172413793,1
0,-16.95,-21,1.35,86.85,-4,-5,1,0.080645161,1
0.2,2,-13.6,-2.6,-289.6,-2,-5,9,-0.069852941,0
0,-30,-49,-1,-60,-2,-7,-1,0.119047619,1
-0.2,-12.6,-5.6,3,65.6,-2,-1,-1,-0.033799534,0
0.2,-4.4,9.4,0.6,70.4,0,3,-2,0.163636364,0
0.2,-10.8,-23.4,0.6,48.2,-2,-2,0,0.025466893,1
1,-6,-23,-1,-60,1,2,2,-0.180555556,0
0.2,1.6,-12.2,-0.2,-97.2,0,0,-8,-0.085284281,0
1,-18,-13,1,116,-4,-6,6,0.066666667,0
0,-15.15,-22.9,1.6,123.8,1,2,2,-0.004464286,0
0,30,46.33333333,-1,87.66666667,-2,-6,-4,0.150793651,1
-1.2,19.6,61.6,3.6,484.4,0,0,-1,0.333333333,1
0.4,-112.4,-107.4,2.2,204.4,-1,0,-5,-0.08008658,1
-0.5,-12.25,-10.75,0.25,23.25,0,0,-1,0.043771044,1
-0.25,2.25,22,4.75,341.5,6,3,-4,0.331983806,1
0.2,-30.4,-39.66666667,1.8,180.7333333,2,3,2,-0.113636364,0
0,33,34.2,-1,-102,-1,-1,-1,0.032051282,1
0,68.4,72,-0.6,-42.4,1,0,8,-0.020833333,0
0,2.2,-5.2,0,-12.6,-2,-3,-2,-0.033333333,0
0.25,-4,24.75,0.5,174.25,-4,-7,-2,-0.002415459,1
0.066666667,-40.06666667,-38.4,-0.4,1.533333333,-3,-3,11,-0.052727273,0
0,-34.2,-51.2,-2,-93.2,-1,1,3,0.014130435,0
1,-39.5,-31,0.5,-28,-1,-3,-7,0.235042735,1
-0.8,0.6,-1.2,0.6,9,2,-1,-4,0.077380952,1
0,0,0,0,0,1,2,-2,0.078431373,0
0.2,0.4,-7,-1,-32.2,1,-3,4,-0.085470085,1
1,53,94,0,293,4,0,3,-0.014705882,1
0,-20,-24.66666667,-0.666666667,-15.33333333,0,1,5,-0.283413849,1
-0.5,9.6,27.55,-1.35,-45.2,-1,-5,-6,0.079861111,0
0,-6.666666667,-20.33333333,-1,-32.33333333,1,0,6,-0.235294118,0
0.5,35.5,25,-0.5,50,2,0,4,0.233043478,1
-0.2,13.2,17.2,2.2,166,-2,-1,10,-0.085434174,0
-1.333333333,104.6666667,95.33333333,3,-21.66666667,2,2,-6,0.238095238,1
0.2,2.4,-6.8,0.4,-40.2,8,7,-9,0.131184408,0
0,-12.16666667,-7.916666667,-0.25,44.75,-2,0,9,-0.035714286,0
0,-5,6.5,1,100.5,3,6,6,-0.291316527,0
0.6,13,-0.8,-0.8,53.4,1,0,3,0.074358974,0
0.4,14.6,24.2,-0.2,8.6,-3,1,2,-0.019607843,1
-0.2,-15.6,-11.6,0.6,57,5,5,-5,-0.118881119,1
0,-17.75,-33.25,-0.3,-5.65,1,2,11,-0.049796748,0
0,-48.2,-36.7,-4,-76.5,2,4,5,-0.024137931,0
0,11,44.5,3,335.5,-1,3,-1,0.333333333,1
-0.4,-6,-10.6,1.8,33.2,-3,-1,1,0.176666667,0
0,32.6,27,1.6,2,0,2,-2,-0.018027572,1
-0.4,8.2,8.8,-0.8,-58.2,5,7,-1,-0.053846154,0
0.133333333,16.66666667,9.666666667,0.2,-1.066666667,-1,-5,-6,0.011363636,0
-0.133333333,19.06666667,17.13333333,1.133333333,19.66666667,0,4,-1,0.190697674,0
0,-37,-60.4,1,32,0,-2,-3,0.154798762,0
-0.2,-25,-28.6,0,8.8,4,3,-6,0.117647059,0
