kd_diff,sig_strike_diff,total_strikes_diff,td_diff,ctrl_time_diff,height_diff,reach_diff,age_diff,winrate_diff,winner
0.2,57.6,41.2,-0.9,-94.6,1,2,-4,-0.066666667,0
0,17.75,6.75,-1,44.5,1,5,-1,-0.025641026,1
-0.25,-2.85,15.15,2.4,151.25,-3,-5,-4,0.214285714,1
0.4,31.4,36,-0.2,-327,1,2,5,0.019345238,1
0,13.6,31.2,-0.8,21.4,0,-2,3,-0.011111111,1
0.2,14.5,37.3,-0.6,3.2,1,1,2,-0.296052632,0
0,43,46,0.6,71.4,-1,2,2,-0.045955882,1
0.1,-15.7,-17.8,0.3,-6.65,2,3,-7,0.198837209,1
0.25,-17.55,-27.7,0,-28.3,1,3,-5,0.035087719,1
0,-25.8,-14.8,1.6,170.4,2,-3,-14,0.301282051,1
0,11,21.5,1,-15,1,-5,-7,0.208571429,1
0,-13.5,11,0.5,354.5,1,-3,-2,0.135714286,0
0,-8,-6,0,12,-4,-7,11,-0.252941176,0
0,13,17.2,-0.2,86.6,-3,0,-1,-0.03125,0
0.2,-4.8,-35.4,0.1,-109.9,0,-3,5,0,1
0,-7.4,-1.2,0.8,-27.6,-3,-2,-12,0.081339713,1
0.2,25.4,26.66666667,-0.6,79.33333333,-1,3,1,0.053333333,1
0,-3.6,-9.4,-2,106.6,0,-2,-5,0.287037037,1
0.2,19.8,-37.8,-1.8,-228,4,2,1,-0.114285714,0
-0.8,12,45.6,1,155.6,-2,1,7,-0.208333333,0
0,-19.8,-5.8,1.4,247.6,-4,-9,4,0.108837209,0
0.2,-17.8,-30.6,-0.2,-0.8,0,-5,5,-0.292207792,0
1,-3.25,40.5,-2,152.25,0,2,-3,-0.117647059,0
-0.266666667,47.46666667,54.8,0.466666667,50.6,-2,0,2,0.149350649,1
0.4,6.4,31.9,-0.9,124.6,4,3,7,-0.054919908,0
0,-7,-26.33333333,0,-33.33333333,-1,-3,1,0.172727273,1
-0.25,-38.8,-8.25,-0.15,91.75,-1,-1,10,-0.179361179,1
0.2,5.4,2,-0.8,67.6,-2,1,2,0.097435897,1
0,-29.5,38.5,0,26.5,1,6,0,0.134920635,1
0,-70.66666667,-55.33333333,2,-68.33333333,1,2,-2,-0.083333333,0
-0.25,27.5,25.25,0.25,59,2,-1,3,-0.123931624,0
0,58.2,54.8,0.8,-72,-2,-2,-5,-0.13430127,0
0,-4.2,-1.2,-0.8,29.2,4,7,-2,-0.01984127,1
0,20,-25.2,-0.2,-23.6,-2,2,-6,0.004807692,1
0,-9.2,-16.6,-0.2,-92.8,0,1,-7,0.032941176,1
0,13.33333333,28.33333333,0,21.33333333,-1,-7,-1,0.179487179,0
0.6,-6,-10,-0.6,39.6,5,6,9,-0.365497076,0
0,49.8,65.8,0.2,62.2,-1,-1,0,0.212418301,1
0,6,49,2,260,-4,-6,-1,0.154605263,1
0,-28,-4,-1,-60,-2,-5,11,-0.05,1
1,4.4,-21.4,-1,-194.4,1,1,-7,0.130718954,0
1,9.5,3.666666667,-1,-150.5,-1,-1,11,-0.291666667,0
0.4,34.8,39.2,-0.2,31,-5,2,-5,0.064285714,0
0,-129,-127,-1,-4,-3,-3,3,0.142857143,0
0.8,13.2,-4.4,-0.6,-192.4,1,4,5,-0.100543478,0
0.4,7,5.2,0.2,-16,3,-1,5,0.074003795,1
0,-29.4,-28.6,0.2,-12.8,0,2,2,-0.114130435,0
0.2,-25.2,-31.2,-1.6,-78.2,1,-1,15,0,1
-0.6,26,24.3,0.4,50,-1,-4,10,-0.197142857,0
0.2,100.8,89.6,-1.6,-291.4,-1,-3,1,-0.02020202,1
0.6,-45.4,-55.8,0,-36,-5,1,-2,0.239495798,1
0,-50.8,-78,-0.6,0.8,0,-2,4,-0.091954023,0
0.5,6.75,-7.25,-1,-186.25,-2,0,-1,0.220095694,1
0,31,50,1,60,-4,-4,-7,0.076923077,0
0.75,42.8,9.15,-4.3,-452.25,1,3,1,-0.125994695,1
-0.2,-35.8,-28,0.8,20,-2,0,-4,0.011111111,1
0.1,9.1,0.3,-0.1,-14.45,0,3,1,-0.132352941,1
0.5,22,18.25,-0.25,-127,-3,-3,7,0.012820513,1
0.5,65.66666667,67.33333333,-0.666666667,12.16666667,-1,1,1,-0.056818182,0
0,-27.5,-26.25,0,141.75,1,1,11,-0.35,0
0.2,-42.05,-117.55,-1.75,-215,2,3,-3,-0.04,0
-0.75,5.75,6.5,4,283,0,-1,-6,0.083333333,1
0.2,4,14.4,1.2,-44.4,1,2,3,-0.125,0
-2.4,51.2,68.8,0.8,59.2,5,7,6,-0.143636364,0
-0.2,-9.4,-29.6,0.2,-56.8,-4,-3,10,-0.006060606,0
0.2,-18,-28.8,-5,-235.6,2,0,-2,-0.094474153,0
0.2,30,19.8,-1.1,-70.8,2,3,12,-0.234767025,1
0.75,-14.91666667,-19.33333333,0.333333333,-25.08333333,-2,-1,-4,0.114832536,1
0.6,-7.8,-11.2,-0.8,42.8,-4,-2,12,-0.135869565,1
-0.5,-24.2,3.2,1.4,96.2,-2,-2,3,-0.144444444,1
0.4,6.15,-12.55,-1.15,-21.15,1,3,6,-0.105574324,0
1,-11,-28,-1,27,1,3,-2,0.333333333,1
0.4,-34.2,-37.4,0.8,41.8,-3,0,3,-0.11637931,1
0,10,0,-1,-51,2,0,1,-0.1625,0
0.333333333,-23.66666667,-38.66666667,-0.666666667,-47,5,-1,-3,0.085714286,1
0,33,40.8,0.4,93.6,0,0,-4,0.026666667,1
-0.2,85.8,96,-0.6,-2,-4,2,8,-0.083333333,1
0,53.6,50,-1,-162.2,1,0,8,-0.085638999,0
0.2,27.2,25.7,-0.9,-85.9,2,0,3,0.178571429,1
0,-1.333333333,-11.66666667,-1,-66,-2,2,-1,-0.076923077,0
-0.2,11,2.4,0.4,-109.8,0,0,2,0.049122807,0
0,20,3,0,-20,-3,-3,6,-0.196969697,0
-0.333333333,59.13333333,73.46666667,1.066666667,153.3333333,0,1,9,-0.18487395,1
-0.25,11.5,23.75,2.75,480.25,4,7,0,0.2,1
-0.6,-33.4,-41.35,1.25,-22.05,1,-5,-3,0.2,1
0.2,6.4,-5.2,-0.4,-11.8,-2,-1,12,-0.284615385,0
0.4,26.9,30,-3,-287.9,0,3,5,-0.3875,0
0.2,-61.33333333,-49.46666667,0.4,109.5333333,-1,-2,9,-0.216783217,0
0,-61.8,-52.6,3.4,109,0,0,-3,0.079059829,1
0.4,53.2,110.6,0,69.4,-1,-3,1,-0.056410256,1
0.6,-31,-48.8,-1,-46,-7,-9,6,-0.305555556,0
0.4,-60.4,-68.6,1,-43.2,-1,-1,0,-0.022222222,0
-0.133333333,0.4,12.93333333,0.4,44.8,1,4,8,-0.016666667,1
0.166666667,2.416666667,-2.833333333,-1.75,-105.5,-2,-2,3,-0.079365079,0
-0.6,-34.8,-30.06666667,0,0.6,4,4,-8,0.375757576,1
0.5,-7.75,-28.75,-1.5,-190,0,1,1,0.201388889,1
0,0,0,0,0,0,1,-3,0.013888889,0
0.25,16.25,11.25,1.5,130.75,0,0,-5,-0.056818182,1
0,-33.66666667,-27.66666667,0.333333333,12.33333333,-2,2,-6,0.174603175,1
0,-30.5,-30,0,-156,0,6,-4,0.131313131,1
0,0.6,-1.4,-0.8,-79.4,1,5,7,0.018062397,0
0.5,58.25,74.5,0,-94.25,-1,-6,-7,0.052287582,0
0.6,-23,-26.4,0,4,1,6,-4,0.155279503,1
-0.5,-59.9,-49.8,-0.7,6.1,-1,0,3,-0.102006689,0
-0.4,-23.4,-9,-1.2,19.2,1,3,-5,0.018181818,1
0.25,14.75,28,1.5,49.5,2,4,-1,0,1
0,-33,-48.33333333,-0.5,262,3,4,5,0.160714286,1
0.2,-28,-33.6,-0.6,6.4,1,3,-8,0.043636364,1
0.2,27,103.4,1.4,241.2,1,2,2,0.152777778,1
-0.333333333,7.666666667,26.33333333,1,41.66666667,-3,-3,0,0.174089069,1
1,13.33333333,55.33333333,1.333333333,252.6666667,-1,-5,2,0.1875,1
0.4,1.2,-5.6,1.2,36.2,-1,-2,-2,0.224776501,1
-0.2,27,102.2,2.4,42,-2,-1,5,-0.142307692,1
-0.2,-8,-9.2,0.6,68.4,-1,1,-1,0.114864865,1
0,3.2,15.2,0.8,329.4,0,1,4,0.107023411,1
-1,0.2,-32.6,-4.6,-145.4,-1,3,-2,-0.223837209,0
0.466666667,-21.8,-22.06666667,-1.6,-42.53333333,3,3,-11,0.108974359,0
0.333333333,-11.66666667,-20,0.666666667,60,4,5,1,0,0
0.666666667,-23.66666667,-31,-1,-52,0,-1,3,0.038961039,1
0,-24.2,10.8,1.4,438.6,1,-2,-9,0.153846154,1
0,61.4,76.8,-3.2,-116.6,0,1,0,-0.126373626,0
0.666666667,-8,-21.33333333,2,277.3333333,0,0,1,0.13986014,0
0.25,5.5,23.5,-2,-122.75,3,5,7,-0.077777778,0
0.2,17.9,39.7,1.8,162.1,1,4,5,0.05,1
0,-5.8,21.8,-0.6,162.8,0,-3,0,0.111904762,1
0,46.2,27.4,-0.2,-91.6,0,-3,1,0.044230769,1
-0.4,28.4,68.8,-0.6,-38.8,3,1,-3,0.14619883,1
-0.4,31.4,30.4,-1.2,-90,-2,0,5,-0.009569378,0
0,0.4,5,-0.2,123.2,1,1,4,-0.183333333,1
-0.6,26.6,67.8,0.8,147,-2,1,1,-0.05,1
0,-24.66666667,14.66666667,-1.333333333,-14.33333333,5,2,-6,-0.020979021,0
-0.4,1.8,12.4,0.4,-34,-3,-1,2,0.160714286,1
0.2,-26.4,-78.8,-0.6,-119.6,-2,-2,-6,-0.041428571,1
0,4.6,19.8,2,200.6,1,-1,1,-0.352941176,0
0,13,41,0,145,6,9,-2,0.19047619,1
0,-14,34,4,539,0,1,0,0.025,0
-0.333333333,-7,-24,-0.333333333,-48.66666667,1,0,-1,0.1,1
0,1.8,42.8,1.4,400.6,1,2,-7,0.315789474,1
-0.6,39.4,97.2,-0.2,263.4,1,-4,6,0.022727273,0
0.2,-33.6,-51.8,0,-47.4,-2,0,5,-0.038181818,1
-0.2,21.4,18.2,-0.8,-67.8,1,3,-3,0.076802508,1
0,-33,-31.6,3,209.2,-1,1,-9,0.166666667,0
-0.1,-26.8,-29.85,-0.25,-34.3,0,1,0,-0.208237986,0
0,37,55,1,60,0,3,-7,0.3125,1
0.15,37.65,43.1,1,105.75,2,2,4,-0.244318182,1
-0.2,-6.4,-12,-0.8,-95,6,7,-5,0.042510121,1
-0.466666667,33,59.53333333,1,68.73333333,1,2,4,0.139393939,1
0,1,-12.6,0,94.2,1,0,4,-0.125,0
0,2.266666667,36.26666667,1.6,201.4,-4,-1,-7,-0.079051383,1
-0.6,17.4,23.4,0.2,37.4,0,-1,9,-0.034285714,1
-0.25,56.25,85.5,-1,167,0,-3,-4,0.042735043,0
0.2,35.8,33.2,4.4,377.8,-3,-2,3,0.055555556,1
-0.2,-26.6,-15.4,0.2,172.6,-2,3,3,0.055555556,1
0,32.8,33.4,0.2,8.8,-3,1,-2,0.086666667,1
0.2,-12.2,-21.33333333,3.066666667,328.0666667,1,0,-6,0.193181818,1
0,20.6,25.6,0.4,26,-1,2,3,-0.08,0
0.4,-2.6,-2.6,-0.2,-23.4,0,1,-1,0.116666667,1
-0.4,23.8,-4.2,-1.8,-238.8,-2,-2,0,-0.042857143,1
0,1.2,38.2,2,17,0,1,-5,0.166666667,1
0.2,8,3.8,0,-53.4,2,1,4,-0.125925926,0
0,-15.6,-28,-0.6,-78.8,1,3,3,0.012820513,0
-0.2,-71.2,-87.8,1.8,160,2,2,10,-0.235042735,0
-0.6,-39.8,-24.2,0.4,86.2,2,-1,-2,0.105769231,1
-0.2,-17.8,-46.8,0.4,-56.2,-6,-4,18,-0.166666667,0
0.2,1.4,-17,0,46.4,2,5,0,0.1375,1
-0.6,47.2,71.6,-0.2,38.4,2,-1,-6,-0.033333333,1
0.4,-26.4,-32,-1.2,-113.4,4,2,6,-0.008333333,1
0.4,20.2,20.4,-0.2,-36,1,1,-6,-0.076036866,0
1,-46,-65.66666667,-0.666666667,-56,0,0,1,0.103174603,0
-0.4,19,41,0.4,65,-2,-2,1,-0.209195402,0
1,-23,-42,-1,-58,-2,-4,-8,-0.038461538,1
0,0,0,0,0,3,6,0,-0.122105263,0
0,0,0,0,0,5,7,4,-0.2,0
0,0,0,0,0,-5,-7,7,0.02484472,1
0,-1.4,13.2,0,-28.8,-1,4,-5,0.233333333,0
0,0,0,0,0,-1,0,1,0.1,1
0,52,103,0,134,1,0,-7,-0.02027027,1
0.1,22.85,23.95,0,-1.8,3,1,-6,-0.047619048,0
-0.4,1.6,-14.4,0,-81,0,4,-5,0.165517241,1
0,-10.6,-7.8,-1,-8.8,2,3,-3,0.06898775,1
0.333333333,-15.46666667,-8.266666667,0.933333333,149.6,-2,0,-9,0.259259259,1
-0.25,32.95,58.4,-0.4,168.85,-1,1,7,-0.11,1
1,-31,-33,0,1.5,-1,2,3,0.120300752,1
-0.2,22.86666667,34.26666667,0.066666667,96.13333333,0,1,-4,-0.073333333,0
0.2,8.6,-0.6,-1,-139.8,-3,0,5,-0.075268817,1
0.6,9.4,-1.8,-0.4,49.2,3,4,6,0.208144796,1
-0.5,-15.9,-1.2,0.4,106.8,-1,-1,6,-0.088452088,1
0,29.2,29,-0.4,-70,4,2,0,-0.222222222,0
0,6.5,-18,1,-177,-1,0,5,-0.107692308,0
0,9.5,-1.5,-3,-263.1,-2,-3,-1,-0.256410256,0
-1.666666667,-11.26666667,21.4,0.2,111.6,2,2,6,-0.092753623,0
0.2,-7.2,-14.2,0.2,54,-3,-1,3,-0.237068966,0
0,5.5,-10.5,-1,-10,3,1,2,-0.076923077,1
0.2,-0.2,-14.2,-0.2,-295,-3,-1,3,0.020833333,0
0,12.6,12,0.4,-43.2,1,6,-3,0.315789474,1
-0.4,55.2,26.8,-0.2,-19.4,1,1,14,-0.184615385,0
0,27.6,25,-0.2,61,-4,-1,10,-0.160714286,1
0.733333333,17.46666667,10,0.666666667,-51.2,4,3,-2,-0.108552632,0
0.4,4.6,-8.8,-1.2,-61.8,-4,-8,5,0.044137931,0
0,9,-3,1.666666667,-201.3333333,-5,-5,-4,-0.066666667,1
0,-8.5,-9,-0.5,347.5,-1,-1,7,0,1
-0.2,59.6,53,0.4,-64.2,2,2,0,-0.175986842,1
-0.2,-11.4,-9.6,-1.4,-89.4,-1,1,-7,0.193181818,1
0,60.5,68.5,-1.5,-48,1,-3,2,0.012820513,0
-0.2,-4.8,-81,-1.8,-445.8,-1,-1,-5,-0.170634921,0
0,41.6,27.4,-2.2,-154.6,1,-1,1,-0.037037037,0
0.5,-6.15,3,1.15,25.85,1,-1,1,0.171014493,1
0,-30.8,-34,0,-28.8,2,3,-1,0.208333333,1
-0.4,-53.4,-50.6,0.8,48.8,2,1,-8,-0.10125,1
0.4,12.4,12.8,-0.6,-87.8,-2,-1,1,0.067391304,0
0,-23.2,-34,0.6,-87.2,0,-5,2,0.071428571,1
-0.5,24,15.25,0,-54.75,5,2,0,0.19047619,1
0.3,-0.55,18.75,0.2,47.6,-4,-7,1,-0.028011204,0
0,30.5,-2.5,-2,-141,-1,-4,4,0.118181818,1
0.2,-99,-101.6,0.2,10.4,-4,0,-6,0.228571429,1
-0.2,19.6,-1,-0.6,-124,-2,-2,4,-0.25,0
0,2.8,5.4,0.4,-41,-1,-3,0,0.213043478,1
-0.2,46.2,58,1.6,149.4,2,2,0,0.344827586,1
0.333333333,22.53333333,62.4,-0.2,-50.33333333,-1,2,-4,0.298319328,1
1,34,17,-1,-58,0,1,-6,0.044444444,1
0,6.2,-12.8,-2.2,-247.8,3,5,-6,0.042590949,1
0.25,14.75,21,-3.5,-213,-3,-8,6,-0.049019608,1
-0.5,11.5,28.5,1.5,158.25,4,6,2,-0.082352941,1
-0.05,6.2,4.15,1,165.5,8,8,-6,0.003030303,1
-1,-33.33333333,-32,3.333333333,264.6666667,1,0,-5,0.166666667,1
-0.2,14.1,42.4,0.65,71.45,-2,0,-7,0.118686869,1
0.6,10.8,26.4,2.6,398.6,1,0,3,0.20137931,1
-0.2,-4.8,14,4.8,371,-1,2,0,0.193464052,1
-0.2,21.8,24.6,-1.6,-48,0,-1,8,-0.040322581,1
0,27.6,39.2,0.2,-40,1,-2,5,0,1
0.2,11,5.4,-1,-6.6,-2,1,1,0.066666667,0
-0.2,9.2,44.4,1.4,69.6,3,2,1,0.085094851,1
0.6,1.2,-23.73333333,-5.266666667,-482.0666667,2,1,1,-0.124615385,0
0,50,67,0,174.8,0,-4,8,-0.182539683,0
-0.333333333,42.53333333,67.2,1.2,152.6666667,2,2,3,0.090909091,1
-0.2,10.6,-5.4,0,9.4,2,4,9,-0.006688963,0
0,-12,-17,-1,-192,-1,4,-5,0.188888889,1
-0.5,-7.5,0.166666667,0.333333333,79.16666667,-1,-4,1,-0.064285714,1
0,35,64.4,-1.4,-252,2,-2,8,-0.293522267,1
0,12.6,-1.8,-0.6,-130.6,3,1,4,-0.094405594,0
0,-10.2,-26.2,-0.4,22.8,3,3,5,-0.002525253,1
0.2,-26.2,-6.4,-0.8,278.8,3,2,0,0.066433566,1
-0.2,32.6,29.8,-0.4,8.8,2,2,4,0.133333333,1
0,22.2,32.4,-1,36.8,2,5,6,-0.232057416,0
0,40.4,38.2,1,63.8,4,1,-2,-0.141025641,0
0.5,-48.5,-41.85,1.3,207.65,1,1,-2,0.06,1
0.25,-28.5,-40.25,-1,-59,0,-2,-3,-0.066666667,1
0,32.8,4.2,1.2,8.4,-1,6,1,0.070175439,1
0,-15,-2,2.4,240.4,0,-1,5,-0.138888889,0
0,-37,-56,-1,19,3,2,4,-0.1,1
-0.2,0.2,11.8,0,-16.4,3,3,3,0.130681818,1
0,34.6,27.6,-1,96.4,1,-2,1,-0.068825911,0
0.4,23,30,-1.4,58,-2,1,7,-0.080200501,0
0,1.8,4.6,-0.2,109.8,-1,-5,4,0.138310894,1
0,5.8,35.2,-0.6,16.6,0,2,-1,-0.2,0
-0.4,20.6,35,-1.6,-88.8,2,-1,11,-0.096153846,0
0,2.2,23.15,-1.8,-120.45,3,-1,15,-0.010869565,0
-0.2,-7.2,4,1.6,54.8,1,-1,1,-0.062678063,0
-0.6,9.9,59.9,0,-53.2,-2,-1,8,0.063492063,1
0,-32,-31,0.2,46.8,2,-1,-8,0.076470588,1
0,-57,-22.8,2,151.4,0,3,2,0.062111801,0
-0.2,-11.4,-14.6,0.6,197,-3,0,0,-0.038378378,1
-0.8,-4.4,11.8,-0.8,28.8,0,-1,6,-0.101364522,1
0,41.2,44.4,-0.6,-139.2,1,0,-1,0.021645022,1
-0.2,21.4,26.33333333,0,55.93333333,4,1,-2,0.050724638,1
-0.4,64.5,73.3,0.6,3.9,1,-2,1,-0.152380952,0
0.5,26.5,33,0,86.5,-3,-2,-5,-0.043636364,1
-1.2,16.2,36,0.4,134,4,4,-7,0.171122995,1
0,-21.8,-19.4,0.4,27.6,-1,3,-2,-0.066666667,1
-0.2,-26.8,-40.2,0,-7.4,0,5,-2,0.208791209,1
0.8,33.8,51.4,1.4,169.6,-7,-1,-1,0.16091954,1
0,21.2,22.8,-0.2,95,-1,3,-2,0.224615385,1
0.25,-17,16.75,4.75,389.75,-4,-2,2,0.023809524,1
0.8,-33.6,-71.8,-2.8,-162.4,-2,-4,3,0.00245098,1
0.5,-70.5,-36.5,0,76.5,-1,-3,8,-0.159090909,0
0,13.66666667,11,-1.666666667,-50.66666667,0,2,-2,-0.113122172,0
0.4,-3,-102.8,-5,-283.8,5,4,-3,0.049450549,0
0.2,-4.8,-8,-3.6,-193,0,0,-5,-0.104761905,0
-0.2,50,47,2,79.6,-3,-3,3,-0.032212885,0
-0.416666667,9.5,-6.333333333,-0.666666667,-4.833333333,3,8,-3,-0.049019608,0
-0.2,16.2,33.8,-0.6,135.8,-1,-8,-7,0.259090909,1
0.2,29.2,-4.6,-2.4,-341.2,2,1,2,-0.214492754,0
0.266666667,-65.93333333,-74.26666667,0.666666667,-20.53333333,-5,-2,2,0.110869565,0
0.5,21.75,24.75,-0.5,-49.75,0,1,-5,0.131868132,0
0.083333333,-91.16666667,-114.8333333,-1,-25.25,2,6,5,-0.222222222,0
-0.15,-34.1,-50.45,1.65,102.4,2,-2,-11,0.23245614,1
0,22.6,-13.8,-0.2,-163.6,0,-1,6,-0.190322581,0
0.4,-10.2,-16,-0.2,9.4,-3,-3,6,-0.157520325,0
1.2,-27.4,-30.2,-1,-111.8,1,4,-1,0.052536232,1
0.2,-1,-3.8,-3.6,-349.4,1,3,1,-0.024216524,0
0.5,27.5,39.75,1,147.5,0,1,0,-0.05,0
0.333333333,46.66666667,63.33333333,0.333333333,170.3333333,0,-3,-5,0.079051383,0
0,27.5,57.5,4,410,-2,1,0,0.050505051,1
0,27.5,36.5,-0.5,13,0,3,-1,-0.272727273,0
0,-30,-34.5,1.5,333.5,-2,1,-1,-0.01843318,0
-0.2,-32.13333333,-32.06666667,0.4,80.66666667,1,9,-7,0.254385965,1
0.2,23.8,27.6,-0.2,-75.4,0,-2,9,0.100877193,1
0,0,0,0,0,4,1,2,0,0
-0.4,87.8,86.2,-0.4,-86.4,-2,2,9,-0.228070175,0
0,26,13.6,-1,-36.8,2,3,10,-0.270588235,0
0,0,0,0,0,0,1,-4,-0.080213904,0
0,0,0,0,0,0,-6,7,-0.182662539,0
-0.75,-31.45,7.5,0.95,111.45,3,1,12,-0.326086957,0
0,-1.4,-8.8,-0.6,-48,1,-2,-10,0.123973727,0
0,29.33333333,19.33333333,-1,-90,0,-2,2,-0.021390374,0
0.5,-35,-51,-1,-58.5,4,3,-3,0.18627451,1
0.6,42,50.4,0,13.8,-1,-4,7,-0.203508772,1
-0.75,51.25,45.25,0,-41,6,3,-4,0.194805195,1
0,13.5,16.75,0.5,-83.75,1,2,-2,0.326388889,1
0,10.6,4.6,2.6,56.6,-3,-4,-5,0.057029178,1
0.35,-20.45,-19.35,-0.65,-110.95,-4,1,2,-0.089030207,1
-0.4,-5.8,-11.2,4.6,121,-2,-5,0,0.213420317,0
0.2,-13,-18.6,0,24.6,0,-3,-5,-0.062111801,0
-0.6,4.6,4.5,0.8,47.9,-1,-7,5,-0.088095238,0
0.333333333,-19.33333333,-34.33333333,-4,-437.6666667,-3,-3,1,-0.3375,0
0.2,19.6,31.4,-2.4,-48.6,1,1,1,0.053333333,0
0,64.66666667,83.93333333,-0.2,-70.4,0,2,3,0,1
-0.2,51.26666667,58.4,0.466666667,47.53333333,-2,-5,-5,0.130718954,1
0,12.5,16,0,-8.5,4,0,-14,0.186868687,1
0.2,20.8,16.6,0.4,-43.2,0,1,-1,0,1
-0.333333333,32.33333333,45,0.666666667,-45,1,3,0,0,0
0,21.2,28.6,-2.6,12,0,0,10,-0.009400705,0
0,-22.4,-65.46666667,-0.2,43.53333333,4,2,4,0.021935484,0
1,55,37,-1,-47,1,5,-6,0.168181818,1
0.4,25,11.2,-1,-54.4,2,-3,0,0.00862069,1
0,6.666666667,72,-0.8,53.26666667,-2,0,1,0.08,1
0,-11.5,-16.5,-4,-324,0,2,-5,0.072115385,1
0.2,21.4,55.6,0.4,28.2,-2,1,-3,0.076923077,1
0.666666667,-29.33333333,-78.33333333,-5.333333333,-434.3333333,1,0,-1,-0.015151515,1
-0.666666667,-16.06666667,-7,1.6,216.6,-1,-1,-2,0.082608696,1
0,4,11,0,-104,5,7,-9,-0.097222222,1
-0.2,66.4,86,-0.4,50.4,3,1,4,-0.2,0
0.5,77.9,141.2,-0.2,-33.9,2,-1,1,0.241176471,1
0.6,64.2,61.4,-1.8,-117.2,3,2,-5,-0.156862745,0
0,32.2,13.2,-2.2,-327.4,-2,1,3,-0.028066528,0
0,-13.8,43,0,267.4,2,2,0,0.025062657,1
-0.5,-26.5,-34.9,-1.25,-68.9,5,5,4,0.157342657,1
0.2,27.2,18.73333333,0.466666667,-1.533333333,-2,-5,-2,0.260869565,1
0,20,-20,0,-63,0,0,1,-0.179487179,0
-0.4,-13.9,-23.9,0.5,156.4,-2,-3,2,0.325,1
0.333333333,26.66666667,15,-0.333333333,1,1,-1,4,-0.04248366,1
0.5,-24.9,-54.8,-0.9,-266.8,0,3,-7,0.152941176,0
0.4,-95.7,-68.4,0.2,139,2,3,9,-0.052631579,1
-0.4,-10.8,7.65,0.25,219.05,1,2,-7,0.214285714,1
0.2,-9.4,-51.2,-1,-117,3,2,-3,-0.041871921,0
0.4,-5,-20.6,-0.2,-53.6,1,-2,-2,0.041666667,1
0,26.4,9.4,-0.4,-93.6,0,-2,9,-0.224615385,0
-0.55,10.7,19.8,-0.55,57.05,-1,4,-3,0.116666667,0
-0.6,-8,-7.8,0.4,63,-4,-4,-6,0.155279503,1
0,64,41.2,0.6,-51.4,-1,0,-8,0.163492063,1
0.4,-0.2,-19.2,-0.2,-72,-2,-3,3,-0.051136364,0
0.2,-57.6,-60.8,-2.5,-236,1,2,0,-0.1,1
-1,-38.6,15,5.4,489,2,2,-7,0.24137931,1
0,23.25,55.25,-0.5,241.75,1,1,-2,0.152941176,1
-0.2,-35.6,-59.8,-0.2,-7.2,0,3,-6,0.106153846,1
0,-35.5,-41.5,0.5,20.5,4,8,-6,0.25,1
0,14.66666667,-1.083333333,1,109.6666667,1,1,-3,0.346590909,1
0,14,65,-1,5,2,3,-1,0.166666667,1
0,-7.2,-56.2,-1.2,-261.2,1,1,1,-0.096153846,0
0.2,-11.6,-9.8,0.2,-6.6,0,1,0,0.212719298,1
0.2,42.4,87.6,0.6,64.8,-1,-3,5,-0.145833333,1
-0.8,1.6,13.8,2.2,262.6,3,2,-1,-0.027972028,0
0,-19.2,-42.2,-0.4,-12.4,-2,-3,-2,0.133333333,1
-1,-42,-38.5,0,19.5,1,3,-5,-0.06043956,0
-0.2,-35.6,2.4,1.4,179.8,-4,-5,1,-0.047058824,0
0,10.4,12.2,1,73.4,-3,-1,-5,0.072463768,1
0.333333333,-16.73333333,-65.33333333,3.4,-36.4,0,-3,-1,0.03,0
0,38.2,62,-0.4,-69.2,-2,2,1,0.104166667,1
0.25,-17.75,-49.25,-0.25,61,1,5,6,0.035714286,0
0.2,-4.6,-17.8,-1.2,-226.6,0,0,1,-0.118181818,1
0,43.8,33.6,-0.8,-78,1,3,-2,-0.010714286,0
-0.9,4.3,6.4,-0.3,13.3,1,1,8,-0.190942472,0
0,-67.5,-100.8333333,-0.666666667,-78.91666667,3,-2,-4,0.283333333,1
0,16.2,5.2,-0.2,-117.6,6,3,8,-0.045454545,1
0.2,11.6,1.8,-0.2,24.6,-2,1,9,0.020467836,0
0.133333333,53.66666667,66.2,0.4,7,-4,-5,-10,0.168888889,0
0.2,18.4,86,0.8,385.6,1,1,11,-0.122222222,1
1.8,-24.8,-18.8,-0.6,66.4,0,3,2,0.153333333,1
-0.4,18.2,11.1,0.6,187.2,0,-1,-3,0.166666667,1
-0.2,8.8,15.2,-1.6,61.4,4,3,-3,-0.037151703,0
0.666666667,29.83333333,24.83333333,0.166666667,15.66666667,1,1,-3,0.233333333,1
0,-11.4,-1.4,-0.4,-103.4,1,-1,5,-0.052364865,1
-0.15,19.6,21.1,0.2,20.95,-4,-1,3,-0.138945233,0
-0.6,9.8,1.6,0.4,-98.6,2,0,0,-0.156140351,0
0,13.4,-17.4,-1.6,-44,-5,-6,0,-0.0625,0
0.6,43.8,35,0.6,-41,0,-5,-10,0.055555556,1
0.05,-36.3,-43.75,0.75,2.6,1,1,-6,0.203703704,1
0.2,9,11.6,0.4,-48,-3,-4,7,0.006142506,0
-1,44.4,82.4,-0.8,127.6,2,0,1,-0.162105263,0
0.5,25.5,30.5,0,-44.5,1,1,-3,0.116666667,1
0,27.6,27.2,-0.8,-62.2,-2,-1,9,-0.086021505,0
