fighterid,link
944,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
945,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c
946,http://ufcstats.com/fighter-details/5dd180c8b3196786
947,http://ufcstats.com/fighter-details/fc9a9559a05f2704
948,http://ufcstats.com/fighter-details/483a953b18d73bb3
949,http://ufcstats.com/fighter-details/3d6749c4267da18f
950,http://ufcstats.com/fighter-details/abd5fb12437eda21
951,http://ufcstats.com/fighter-details/5c126c6aac3ef364
952,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8
953,http://ufcstats.com/fighter-details/e92901944ce91909
954,http://ufcstats.com/fighter-details/b6850671a008bf9a
955,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4
956,http://ufcstats.com/fighter-details/62f7097c04311193
957,http://ufcstats.com/fighter-details/008ea710276c9606
958,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
959,http://ufcstats.com/fighter-details/dbac0a413af64bbe
960,http://ufcstats.com/fighter-details/d2bc285ead803db0
961,http://ufcstats.com/fighter-details/764342d39cdaa54a
962,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
963,http://ufcstats.com/fighter-details/2ebfbe72ed703925
964,http://ufcstats.com/fighter-details/016a8d958883167c
965,http://ufcstats.com/fighter-details/90da09db03e41748
966,http://ufcstats.com/fighter-details/f9d0cae37dabfafc
967,http://ufcstats.com/fighter-details/5f3da9a9610d8969
968,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
969,http://ufcstats.com/fighter-details/cd2e5a390821fb48
970,http://ufcstats.com/fighter-details/6a8928652fc01bee
971,http://ufcstats.com/fighter-details/35b3772629e27a49
972,http://ufcstats.com/fighter-details/d4691518d012b9e7
973,http://ufcstats.com/fighter-details/4100c7a09497ad41
974,http://ufcstats.com/fighter-details/b1d19449397541dc
975,http://ufcstats.com/fighter-details/7be74a12d7352df2
976,http://ufcstats.com/fighter-details/0e5c4e72237461bb
977,http://ufcstats.com/fighter-details/ec18eb918121787c
978,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
979,http://ufcstats.com/fighter-details/45e738622ea2c02c
980,http://ufcstats.com/fighter-details/fea79f9bc8c68769
981,http://ufcstats.com/fighter-details/70d2329a92864fdb
982,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
983,http://ufcstats.com/fighter-details/85073dbd1be65ed9
984,http://ufcstats.com/fighter-details/207773daeb4afa7b
985,http://ufcstats.com/fighter-details/80daefbed11ce998
986,http://ufcstats.com/fighter-details/ce175eaafe867d1f
987,http://ufcstats.com/fighter-details/4bd6b4800070b069
988,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
989,http://ufcstats.com/fighter-details/8c39367b53eadf8a
990,http://ufcstats.com/fighter-details/4498b382c65a7faa
991,http://ufcstats.com/fighter-details/78a68f1dade6aaf7
992,http://ufcstats.com/fighter-details/4c2d90e335e6df19
993,http://ufcstats.com/fighter-details/687c15b2eddfaa63
994,http://ufcstats.com/fighter-details/8d03ce87ca14e778
995,http://ufcstats.com/fighter-details/07a2bdaa0afdd831
996,http://ufcstats.com/fighter-details/3033c1c080672475
997,http://ufcstats.com/fighter-details/4234f0097c83fa62
998,http://ufcstats.com/fighter-details/5f6f049d54728e88
999,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
1000,http://ufcstats.com/fighter-details/8866c6f509c19089
1001,http://ufcstats.com/fighter-details/c549573c0df4d676
1002,http://ufcstats.com/fighter-details/19b7738321cfae42
1003,http://ufcstats.com/fighter-details/feaf00f3373435d6
1004,http://ufcstats.com/fighter-details/bd5403efbaa445c0
1005,http://ufcstats.com/fighter-details/bd58d34e39b7b12a
1006,http://ufcstats.com/fighter-details/39d91e95949de3d9
1007,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
1008,http://ufcstats.com/fighter-details/047a91d3d9c79b05
1009,http://ufcstats.com/fighter-details/eebc23626e38f5dc
1010,http://ufcstats.com/fighter-details/59279a7c978f7da0
1011,http://ufcstats.com/fighter-details/e26bd53b751d61d9
1012,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
1013,http://ufcstats.com/fighter-details/6ebe96a116e79e52
1014,http://ufcstats.com/fighter-details/0d980975001ae3d8
1015,http://ufcstats.com/fighter-details/f1175ea3aafbf351
1016,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
1017,http://ufcstats.com/fighter-details/78e501478a36a018
1018,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a
1019,http://ufcstats.com/fighter-details/4a57ebb14315b251
1020,http://ufcstats.com/fighter-details/41498c2d1a87b154
1021,http://ufcstats.com/fighter-details/a2ea77e974c5889f
1022,http://ufcstats.com/fighter-details/fccf811c1e8b01c7
1023,http://ufcstats.com/fighter-details/673ea7dcc786b1b3
1024,http://ufcstats.com/fighter-details/8765559b6a29a421
1025,http://ufcstats.com/fighter-details/528c24b99fbaab79
1026,http://ufcstats.com/fighter-details/f57a8a52ca401ed9
1027,http://ufcstats.com/fighter-details/16a64f93f6678b7b
1028,http://ufcstats.com/fighter-details/61fb8098ccf81c7f
1029,http://ufcstats.com/fighter-details/18b602842a24f7c5
1030,http://ufcstats.com/fighter-details/49b130de1da2e1bf
1031,http://ufcstats.com/fighter-details/257b0c8d6f199895
1032,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
1033,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb
1034,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
1035,http://ufcstats.com/fighter-details/2f1a257d6777096d
1036,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
1037,http://ufcstats.com/fighter-details/4bf6b225ff6099c4
1038,http://ufcstats.com/fighter-details/b60c980f79b87ce8
1039,http://ufcstats.com/fighter-details/a6c20202c701e5ca
1040,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
1041,http://ufcstats.com/fighter-details/dc3b9cf7641b7ab6
1042,http://ufcstats.com/fighter-details/bbc9ab95fa766493
1043,http://ufcstats.com/fighter-details/f0fad0e9f3b65752
1044,http://ufcstats.com/fighter-details/eee0ef3e2b14816b
1045,http://ufcstats.com/fighter-details/20999e27ddd94bda
1046,http://ufcstats.com/fighter-details/2e585c701f72fe55
1047,http://ufcstats.com/fighter-details/c7d297714d9ab1a4
1048,http://ufcstats.com/fighter-details/f4c49976c75c5ab2
1049,http://ufcstats.com/fighter-details/f9f07bb5a43535ed
1050,http://ufcstats.com/fighter-details/16690d100f995f8f
1051,http://ufcstats.com/fighter-details/c9587d81e1d33925
1052,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93
1053,http://ufcstats.com/fighter-details/304a21d0595e1a08
1054,http://ufcstats.com/fighter-details/813550bc53b15fb0
1055,http://ufcstats.com/fighter-details/e9213f53ddeca978
1056,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
1057,http://ufcstats.com/fighter-details/e99821959a840bb8
1058,http://ufcstats.com/fighter-details/427b5953ac8e3a27
1059,http://ufcstats.com/fighter-details/03f982ca3735070c
1060,http://ufcstats.com/fighter-details/f6e5972c9d16c40e
1061,http://ufcstats.com/fighter-details/7a703c565ccaa18f
1062,http://ufcstats.com/fighter-details/cf946e03ba2e7666
1063,http://ufcstats.com/fighter-details/068f8a189a47fea6
1064,http://ufcstats.com/fighter-details/84ff027394f7e470
1065,http://ufcstats.com/fighter-details/ae071698e1a3ccd4
1066,http://ufcstats.com/fighter-details/9cd047a828dd7515
1067,http://ufcstats.com/fighter-details/96428b9e9bd048ea
1068,http://ufcstats.com/fighter-details/348dff4e03bd18c6
1069,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
1070,http://ufcstats.com/fighter-details/2844b047183a1adb
1071,http://ufcstats.com/fighter-details/ccf5dc41417e9daf
1072,http://ufcstats.com/fighter-details/e17ac6410c8377f4
1073,http://ufcstats.com/fighter-details/c5a126ace82a6025
1074,http://ufcstats.com/fighter-details/f2b6fdb20675b11c
1075,http://ufcstats.com/fighter-details/1eff7bc0f815b270
1076,http://ufcstats.com/fighter-details/8614b7134913f5d5
1077,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
1078,http://ufcstats.com/fighter-details/ebef46976554f975
1079,http://ufcstats.com/fighter-details/effd9de9937996f8
1080,http://ufcstats.com/fighter-details/2b074403b7c6cdb4
1081,http://ufcstats.com/fighter-details/90e0985df05e51bc
1082,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1
1083,http://ufcstats.com/fighter-details/80eacd4da0617c57
1084,http://ufcstats.com/fighter-details/215a70f073a7b726
1085,http://ufcstats.com/fighter-details/003d82fa384ca1d0
1086,http://ufcstats.com/fighter-details/9c907996820d2d69
1087,http://ufcstats.com/fighter-details/ed2a8cc402173781
1088,http://ufcstats.com/fighter-details/122ac9b816d8b71c
1089,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c
1090,http://ufcstats.com/fighter-details/ea3dcc417c322064
1091,http://ufcstats.com/fighter-details/52e76bb4b3e852f3
1092,http://ufcstats.com/fighter-details/6fb1ba67bef41b37
1093,http://ufcstats.com/fighter-details/acb36c908d415c4a
1094,http://ufcstats.com/fighter-details/1588b787bda7b540
1095,http://ufcstats.com/fighter-details/2ac4628c08ec5125
1096,http://ufcstats.com/fighter-details/539ed332b3078821
1097,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
1098,http://ufcstats.com/fighter-details/637bd06c32219f0b
1099,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc
1100,http://ufcstats.com/fighter-details/40d8b74488743800
1101,http://ufcstats.com/fighter-details/63def5a5662a6917
1102,http://ufcstats.com/fighter-details/d21113c9ff3788ae
1103,http://ufcstats.com/fighter-details/eb29176b03dfa888
1104,http://ufcstats.com/fighter-details/36549928f90f1d36
1105,http://ufcstats.com/fighter-details/be68b375707dcb85
1106,http://ufcstats.com/fighter-details/01784fbc27c68b14
1107,http://ufcstats.com/fighter-details/cf65d56b0755ed3b
1108,http://ufcstats.com/fighter-details/e5010b1b94ca5755
1109,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93
1110,http://ufcstats.com/fighter-details/ec34349e7dffcde7
1111,http://ufcstats.com/fighter-details/899923ff6ab13917
1112,http://ufcstats.com/fighter-details/7bde387d50829adf
1113,http://ufcstats.com/fighter-details/1f454354805b6f75
1114,http://ufcstats.com/fighter-details/045f25b3a4c08e81
1115,http://ufcstats.com/fighter-details/f9a20a17d712ef7c
1116,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430
1117,http://ufcstats.com/fighter-details/032cc3922d871c7f
1118,http://ufcstats.com/fighter-details/f300763147320d12
1119,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
1120,http://ufcstats.com/fighter-details/d06f8869449ba7bd
1121,http://ufcstats.com/fighter-details/8f6a18831a120817
1122,http://ufcstats.com/fighter-details/e9ac7bfb65c25497
1123,http://ufcstats.com/fighter-details/af997f7611673880
1124,http://ufcstats.com/fighter-details/e87a13e02c01331d
1125,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
1126,http://ufcstats.com/fighter-details/6eaec40f724852f4
1127,http://ufcstats.com/fighter-details/82e7929bf6c2b689
1128,http://ufcstats.com/fighter-details/6a11e325aa60ad02
1129,http://ufcstats.com/fighter-details/c3218c810959d279
1130,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
1131,http://ufcstats.com/fighter-details/82cbb809d5ee565c
1132,http://ufcstats.com/fighter-details/06a80a685ea98573
1133,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50
1134,http://ufcstats.com/fighter-details/3c5005b66696d790
1135,http://ufcstats.com/fighter-details/7f0f171414d0a287
1136,http://ufcstats.com/fighter-details/56709e66f1c6008f
1137,http://ufcstats.com/fighter-details/3974fa35c917af1d
1138,http://ufcstats.com/fighter-details/37cc294027f55e4d
1139,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b
1140,http://ufcstats.com/fighter-details/d967f0128c323de6
1141,http://ufcstats.com/fighter-details/99506df1af6c8b3b
1142,http://ufcstats.com/fighter-details/9ba2226646046b63
1143,http://ufcstats.com/fighter-details/73e09f837f3b5ecc
1144,http://ufcstats.com/fighter-details/492b202d2064e7a9
1145,http://ufcstats.com/fighter-details/1fcfc3709fe58151
1146,http://ufcstats.com/fighter-details/41f90012b86a11bf
1147,http://ufcstats.com/fighter-details/776a58a67665a171
1148,http://ufcstats.com/fighter-details/654ae722109a0d31
1149,http://ufcstats.com/fighter-details/ec52462a1b41f714
1150,http://ufcstats.com/fighter-details/0052de90691d4a93
1151,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
1152,http://ufcstats.com/fighter-details/4d5197f331c47290
1153,http://ufcstats.com/fighter-details/f7d73e452b064bf2
1154,http://ufcstats.com/fighter-details/d61316139d68dbe3
1155,http://ufcstats.com/fighter-details/4e0692ad070976e4
1156,http://ufcstats.com/fighter-details/b53c46f613f6f248
1157,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e
1158,http://ufcstats.com/fighter-details/59a27d2e6d0802ac
1159,http://ufcstats.com/fighter-details/f57dd0bfa8c17813
1160,http://ufcstats.com/fighter-details/5331b25a60417ffb
1161,http://ufcstats.com/fighter-details/76ee3d666c648f6b
1162,http://ufcstats.com/fighter-details/b102c26727306ab6
1163,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
1164,http://ufcstats.com/fighter-details/7279654c7674cd24
1165,http://ufcstats.com/fighter-details/a4de54ea806fb525
1166,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
1167,http://ufcstats.com/fighter-details/be0b310a12eb80b4
1168,http://ufcstats.com/fighter-details/f77c68bb4be8516d
1169,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f
1170,http://ufcstats.com/fighter-details/002ca196477ce572
1171,http://ufcstats.com/fighter-details/326f94d6cfb1bf25
1172,http://ufcstats.com/fighter-details/31d7446b184e3305
1173,http://ufcstats.com/fighter-details/103b06d8707895a9
1174,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb
1175,http://ufcstats.com/fighter-details/5e4eec08896c9423
1176,http://ufcstats.com/fighter-details/83b00f7597e5ac83
1177,http://ufcstats.com/fighter-details/025f0b1b58fbad01
1178,http://ufcstats.com/fighter-details/31bbd39c0a075d4e
1179,http://ufcstats.com/fighter-details/192520689012c7e4
1180,http://ufcstats.com/fighter-details/98a6b2361045898f
1181,http://ufcstats.com/fighter-details/78114b7199cef90c
1182,http://ufcstats.com/fighter-details/484acc7b0f856ce9
1183,http://ufcstats.com/fighter-details/fbf0537e420e698e
1184,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
1185,http://ufcstats.com/fighter-details/f797f0c57a83353e
1186,http://ufcstats.com/fighter-details/1bcaac2d99b90fce
1187,http://ufcstats.com/fighter-details/2c99576fefe53c7c
1188,http://ufcstats.com/fighter-details/e0f959f65d0406b4
1189,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
1190,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
1191,http://ufcstats.com/fighter-details/d3fa5c5955397532
1192,http://ufcstats.com/fighter-details/1ddb480b601cefb1
1193,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
1194,http://ufcstats.com/fighter-details/31a13532e724ca2b
1195,http://ufcstats.com/fighter-details/c17041f1bb5768d8
1196,http://ufcstats.com/fighter-details/e76d9f656ceb82ab
1197,http://ufcstats.com/fighter-details/3bad7ef643840f67
1198,http://ufcstats.com/fighter-details/2dc1bc1a02961656
1199,http://ufcstats.com/fighter-details/c5af5750e8bae4f0
1200,http://ufcstats.com/fighter-details/98e946879ba20c0f
1201,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
1202,http://ufcstats.com/fighter-details/6256b2b1562cb8e1
1203,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7
1204,http://ufcstats.com/fighter-details/c487223b0289bda9
1205,http://ufcstats.com/fighter-details/f923e012414c883e
1206,http://ufcstats.com/fighter-details/4c288a2b250bb576
1207,http://ufcstats.com/fighter-details/1fc64507a0cb38cf
1208,http://ufcstats.com/fighter-details/6e7506127408aa9e
1209,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
1210,http://ufcstats.com/fighter-details/aec185309b4843d0
1211,http://ufcstats.com/fighter-details/f97c5433c77522d3
1212,http://ufcstats.com/fighter-details/9c44f290f5726d95
1213,http://ufcstats.com/fighter-details/225def29ecfe0fc1
1214,http://ufcstats.com/fighter-details/edd02825c29028fe
1215,http://ufcstats.com/fighter-details/de75d1c45a39e221
1216,http://ufcstats.com/fighter-details/72e5e5a6edfa8223
1217,http://ufcstats.com/fighter-details/bda04c573563cc2e
1218,http://ufcstats.com/fighter-details/35e1f9984ed64206
1219,http://ufcstats.com/fighter-details/8f5c8850b2484173
1220,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
1221,http://ufcstats.com/fighter-details/49858bf46dabf6fb
1222,http://ufcstats.com/fighter-details/68c7ad953455c73f
1223,http://ufcstats.com/fighter-details/714e1e0681ddb703
1224,http://ufcstats.com/fighter-details/d0e50a3d1b250708
1225,http://ufcstats.com/fighter-details/411539901068522f
1226,http://ufcstats.com/fighter-details/51a0c09cbe9b8472
1227,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
1228,http://ufcstats.com/fighter-details/d76ad9a08c4408ff
1229,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
1230,http://ufcstats.com/fighter-details/634bb0de2eb043b4
1231,http://ufcstats.com/fighter-details/55ee431411ccf07a
1232,http://ufcstats.com/fighter-details/3fa7688bfe48a493
1233,http://ufcstats.com/fighter-details/1641ef250e9de19b
1234,http://ufcstats.com/fighter-details/99bd87a300079ed9
1235,http://ufcstats.com/fighter-details/bb61823f76361297
1236,http://ufcstats.com/fighter-details/7c9c6a884be167fe
1237,http://ufcstats.com/fighter-details/dbc17725b887860a
1238,http://ufcstats.com/fighter-details/0d62719b1dcf7c40
1239,http://ufcstats.com/fighter-details/1de9ad94de18eeaf
1240,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
1241,http://ufcstats.com/fighter-details/66e98b3bb5fc5250
1242,http://ufcstats.com/fighter-details/c482c8605455a213
1243,http://ufcstats.com/fighter-details/a851c35f58199231
1244,http://ufcstats.com/fighter-details/a9d6e047ce48ab63
1245,http://ufcstats.com/fighter-details/b9664eae2ac75262
1246,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
1247,http://ufcstats.com/fighter-details/6e0e977beb909837
1248,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
1249,http://ufcstats.com/fighter-details/2816ced060a21be3
1250,http://ufcstats.com/fighter-details/d6ead04919a894b1
1251,http://ufcstats.com/fighter-details/f046d724d2a84ac5
1252,http://ufcstats.com/fighter-details/e51e5cb722bd47a8
1253,http://ufcstats.com/fighter-details/73c7cfa551289285
1254,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
1255,http://ufcstats.com/fighter-details/34f88592c0ab7a54
1256,http://ufcstats.com/fighter-details/7e511f8d842a109d
1257,http://ufcstats.com/fighter-details/b8592b4a383696cd
1258,http://ufcstats.com/fighter-details/75afb06215a07341
1259,http://ufcstats.com/fighter-details/c268b2cfebccf652
1260,http://ufcstats.com/fighter-details/e45cfa47f504033a
1261,http://ufcstats.com/fighter-details/ac29d508d78384c9
1262,http://ufcstats.com/fighter-details/e70de1859b7ee78e
1263,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
1264,http://ufcstats.com/fighter-details/5aedf14771ca82d2
1265,http://ufcstats.com/fighter-details/f1928a52590c5532
1266,http://ufcstats.com/fighter-details/d2c55d1d2e67773b
1267,http://ufcstats.com/fighter-details/8f382b3baa954d2a
1268,http://ufcstats.com/fighter-details/4f732e58ed907eff
1269,http://ufcstats.com/fighter-details/ce1e867808ef5fce
1270,http://ufcstats.com/fighter-details/25af5e832f17b474
1271,http://ufcstats.com/fighter-details/a0c64f272b65d441
1272,http://ufcstats.com/fighter-details/c07efc18b231f170
1273,http://ufcstats.com/fighter-details/c80095f6092271a7
1274,http://ufcstats.com/fighter-details/47cd337b86b1af92
1275,http://ufcstats.com/fighter-details/198994b47f395af0
1276,http://ufcstats.com/fighter-details/0ff11cc094e887bc
1277,http://ufcstats.com/fighter-details/08e908ed6d18d6a0
1278,http://ufcstats.com/fighter-details/bf0e700106d00e55
1279,http://ufcstats.com/fighter-details/88cd34d836b4ebcd
1280,http://ufcstats.com/fighter-details/2296125b6c362355
1281,http://ufcstats.com/fighter-details/2747c60e42d9d75f
1282,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
1283,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08
1284,http://ufcstats.com/fighter-details/6f242453c91a5af0
1285,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea
1286,http://ufcstats.com/fighter-details/b5b684eac99ae0a3
1287,http://ufcstats.com/fighter-details/3ecd936bd8814108
1288,http://ufcstats.com/fighter-details/72ffecf712673af1
1289,http://ufcstats.com/fighter-details/e51ee8ded927fc51
1290,http://ufcstats.com/fighter-details/2fc7e9701642ca38
1291,http://ufcstats.com/fighter-details/c03a5022f8439f2a
1292,http://ufcstats.com/fighter-details/eef9b891edbd4604
1293,http://ufcstats.com/fighter-details/acff437707625fc7
1294,http://ufcstats.com/fighter-details/840d2c82ea68b9aa
1295,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
1296,http://ufcstats.com/fighter-details/35faad160d346839
1297,http://ufcstats.com/fighter-details/803bebcfb6d6f506
1298,http://ufcstats.com/fighter-details/78863e4a28204a6b
1299,http://ufcstats.com/fighter-details/5ef0088c1b19beeb
1300,http://ufcstats.com/fighter-details/34218661c44ed55d
1301,http://ufcstats.com/fighter-details/18e8b7070228e728
1302,http://ufcstats.com/fighter-details/9b1e3fb4f8cbd5b7
1303,http://ufcstats.com/fighter-details/d1528ac5675558b1
1304,http://ufcstats.com/fighter-details/7c3c48cf54a2848e
1305,http://ufcstats.com/fighter-details/065eb44700e641a4
1306,http://ufcstats.com/fighter-details/d4a31850a7457f1b
1307,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
1308,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2
1309,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
1310,http://ufcstats.com/fighter-details/efa1f6b42c86793c
1311,http://ufcstats.com/fighter-details/02f2a9702ba3d167
1312,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
1313,http://ufcstats.com/fighter-details/51e86de150ee8be6
1314,http://ufcstats.com/fighter-details/7d96bc577e5178b2
1315,http://ufcstats.com/fighter-details/4c7781da8c6cae93
1316,http://ufcstats.com/fighter-details/e5bda12faabfc850
1317,http://ufcstats.com/fighter-details/cfb65863d5099327
1318,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
1319,http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
1320,http://ufcstats.com/fighter-details/231cae8b77fbbcc1
1321,http://ufcstats.com/fighter-details/5d7bdab5e03e3216
1322,http://ufcstats.com/fighter-details/633a45d131192ffe
1323,http://ufcstats.com/fighter-details/0a95c474e61a6c44
1324,http://ufcstats.com/fighter-details/99bcdf5eac39898f
1325,http://ufcstats.com/fighter-details/ba5e253af86db1a8
1326,http://ufcstats.com/fighter-details/3dd949593346dbc3
1327,http://ufcstats.com/fighter-details/546f8599a63c29da
1328,http://ufcstats.com/fighter-details/81d9df19e255b8b6
1329,http://ufcstats.com/fighter-details/d81ac739417d7f53
1330,http://ufcstats.com/fighter-details/92437c6775b3f7d1
1331,http://ufcstats.com/fighter-details/990bd63726a577f8
1332,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad
1333,http://ufcstats.com/fighter-details/6c7e25571490aa3b
1334,http://ufcstats.com/fighter-details/27b164b0d1833df0
1335,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
1336,http://ufcstats.com/fighter-details/8a304bfd6bf04a57
1337,http://ufcstats.com/fighter-details/d2036f31c035e0d1
1338,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
1339,http://ufcstats.com/fighter-details/33a331684283900f
1340,http://ufcstats.com/fighter-details/2aa49b3766a59bcd
1341,http://ufcstats.com/fighter-details/74d35fbc9c6a61bd
1342,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
1343,http://ufcstats.com/fighter-details/917a5cb9821df261
1344,http://ufcstats.com/fighter-details/42a7e90605df3c8a
1345,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c
1346,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
1347,http://ufcstats.com/fighter-details/4690d47bf725fd98
1348,http://ufcstats.com/fighter-details/882d62561063a927
1349,http://ufcstats.com/fighter-details/946db8a378903cc3
1350,http://ufcstats.com/fighter-details/683ea28a198936fe
1351,http://ufcstats.com/fighter-details/472f6f6e6d962f40
1352,http://ufcstats.com/fighter-details/f75c5ca0d91b9115
1353,http://ufcstats.com/fighter-details/523af801b3429015
1354,http://ufcstats.com/fighter-details/f5f6419c5f00abad
1355,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
1356,http://ufcstats.com/fighter-details/5140122c3eecd307
1357,http://ufcstats.com/fighter-details/71002dbc1743b9a7
1358,http://ufcstats.com/fighter-details/55ed59d541f8b90c
1359,http://ufcstats.com/fighter-details/4665f9f909cd7214
1360,http://ufcstats.com/fighter-details/d50382dc0565a9e1
1361,http://ufcstats.com/fighter-details/199eb7cf6ae90294
1362,http://ufcstats.com/fighter-details/ec664422b22d9787
1363,http://ufcstats.com/fighter-details/8c020156779f7888
1364,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
1365,http://ufcstats.com/fighter-details/ee779c43a8926d52
1366,http://ufcstats.com/fighter-details/bc656db347f31e19
1367,http://ufcstats.com/fighter-details/75e5fec9f72910ef
1368,http://ufcstats.com/fighter-details/69f01b25dfabaf6b
1369,http://ufcstats.com/fighter-details/bdcbb976816fd256
1370,http://ufcstats.com/fighter-details/34e552520a934063
1371,http://ufcstats.com/fighter-details/09f579be4520394a
1372,http://ufcstats.com/fighter-details/01fcef7e3d051722
1373,http://ufcstats.com/fighter-details/1b38a2b897f6209c
1374,http://ufcstats.com/fighter-details/0ee783aa00e468f0
1375,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
1376,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
1377,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
1378,http://ufcstats.com/fighter-details/9ccf8371fd80d45d
1379,http://ufcstats.com/fighter-details/39330403ad27c2bb
1380,http://ufcstats.com/fighter-details/907e60fd13407e1e
1381,http://ufcstats.com/fighter-details/e979c76341f19b22
1382,http://ufcstats.com/fighter-details/330bafba312face4
1383,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
1384,http://ufcstats.com/fighter-details/85ff1b9471d35238
1385,http://ufcstats.com/fighter-details/f5990c11974d8e9c
1386,http://ufcstats.com/fighter-details/f50d95223751e6ca
1387,http://ufcstats.com/fighter-details/544d7460b3e44393
1388,http://ufcstats.com/fighter-details/1999ffb5cebc314f
1389,http://ufcstats.com/fighter-details/6da99156486ed6c2
1390,http://ufcstats.com/fighter-details/9be6020024133293
1391,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
1392,http://ufcstats.com/fighter-details/826475cc758e60e6
1393,http://ufcstats.com/fighter-details/68f6e96c5fa6e044
1394,http://ufcstats.com/fighter-details/cc900af167fbedfd
1395,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
1396,http://ufcstats.com/fighter-details/a4e85a58fbce64b2
1397,http://ufcstats.com/fighter-details/fa37628269132d1a
1398,http://ufcstats.com/fighter-details/75a6a390fd5dca46
1399,http://ufcstats.com/fighter-details/b69f24c500d783e7
1400,http://ufcstats.com/fighter-details/71f048adbfed5b49
